pk,user_fk,status,purchase_amount,tax_amount,total_amount,created_at,updated_at
296,3870,complete,2312.56,144.54,2457.10,2021-09-11 9:35:04,2021-09-23 17:07:08 UTC
297,9799,complete,1537.11,96.07,1633.18,2021-08-18 6:33:01,2021-08-31 10:58:34 UTC
298,3819,complete,407.29,25.46,432.75,2022-02-10 7:03:36,2022-02-16 06:39:11 UTC
299,11542,complete,357.75,22.36,380.11,2021-12-02 11:43:49,2021-12-13 20:05:36 UTC
300,5997,complete,1065.02,66.56,1131.58,2021-07-10 9:00:04,2021-07-23 21:00:27 UTC
301,5160,complete,709.62,44.35,753.97,2021-09-14 1:36:18,2021-09-17 13:15:51 UTC
303,4035,complete,603.18,37.70,640.88,2021-10-22 14:20:16,2021-10-28 02:36:07 UTC
304,5314,pending,146.06,9.13,155.19,2021-10-05 20:31:40,2021-10-18 04:44:09 UTC
305,2648,complete,1414.89,88.43,1503.32,2022-01-25 23:27:42,2022-01-31 02:40:18 UTC
306,5033,complete,1682.62,105.16,1787.78,2021-03-21 6:07:56,2021-03-29 10:41:26 UTC
307,4050,complete,993.84,62.12,1055.96,2021-05-08 10:04:18,2021-05-22 23:50:30 UTC
308,4420,pending,795.55,49.72,845.27,2021-10-04 7:40:44,2021-10-13 15:08:23 UTC
309,5017,complete,431.80,26.99,458.79,2021-11-05 12:46:58,2021-11-17 00:50:27 UTC
310,5827,complete,98.52,6.16,104.68,2021-01-09 0:37:41,2021-01-12 12:04:00 UTC
311,3119,complete,1359.90,84.99,1444.89,2022-02-19 8:46:23,2022-03-02 04:16:18 UTC
312,4393,complete,1439.52,89.97,1529.49,2021-02-12 21:18:06,2021-02-16 21:26:24 UTC
314,9846,complete,253.40,15.84,269.24,2021-07-04 12:24:56,2021-07-18 00:15:16 UTC
315,8937,pending,484.68,30.29,514.97,2021-10-03 14:44:17,2021-10-08 07:10:07 UTC
316,11867,complete,353.50,22.09,375.59,2021-05-02 6:49:16,2021-05-10 18:48:15 UTC
317,3327,complete,2025.21,126.58,2151.79,2021-09-10 21:13:10,2021-09-23 09:00:52 UTC
318,6828,complete,1654.03,103.38,1757.41,2022-03-13 20:12:35,2022-03-20 06:19:26 UTC
320,10016,complete,1463.22,91.45,1554.67,2021-09-09 16:26:55,2021-09-21 22:31:13 UTC
321,4591,complete,1702.92,106.43,1809.35,2021-09-09 11:30:13,2021-09-13 22:54:21 UTC
322,8426,complete,1068.92,66.81,1135.73,2021-09-30 22:12:39,2021-10-04 20:40:57 UTC
323,4276,complete,690.20,43.14,733.34,2021-06-26 16:21:23,2021-07-10 00:36:45 UTC
324,12953,cancelled,428.18,26.76,454.94,2021-01-30 14:19:33,2021-02-10 23:11:36 UTC
325,13062,complete,875.25,54.70,929.95,2021-01-13 8:20:53,2021-01-27 11:07:34 UTC
326,8200,complete,1326.13,82.88,1409.01,2021-05-02 9:34:40,2021-05-05 08:32:33 UTC
327,77,complete,54.45,3.40,57.85,2021-06-08 17:15:26,2021-06-11 08:25:44 UTC
328,4111,complete,888.63,55.54,944.17,2022-03-05 13:30:06,2022-03-15 03:15:51 UTC
329,2872,complete,943.90,58.99,1002.89,2021-12-29 1:29:43,2022-01-04 06:36:52 UTC
330,4072,complete,997.39,62.34,1059.73,2021-10-20 11:25:48,2021-10-30 15:15:00 UTC
331,7850,pending,583.00,36.44,619.44,2021-05-08 8:46:06,2021-05-12 09:35:53 UTC
332,10166,complete,664.76,41.55,706.31,2021-12-20 18:06:14,2021-12-28 05:16:50 UTC
333,6957,complete,641.10,40.07,681.17,2021-11-04 17:17:23,2021-11-11 10:41:32 UTC
334,7288,complete,969.55,60.60,1030.15,2021-03-13 11:28:09,2021-03-17 23:22:31 UTC
335,10195,pending,1353.04,84.57,1437.61,2021-08-08 5:03:58,2021-08-16 18:44:07 UTC
336,9875,complete,626.74,39.17,665.91,2021-07-19 8:34:08,2021-08-01 19:17:31 UTC
337,8043,complete,387.89,24.24,412.13,2021-07-30 18:48:45,2021-08-11 12:21:00 UTC
338,6902,complete,244.50,15.28,259.78,2021-10-05 7:04:50,2021-10-19 22:45:31 UTC
340,1336,complete,2998.68,187.42,3186.10,2021-03-06 5:54:42,2021-03-11 06:45:44 UTC
341,2712,complete,224.25,14.02,238.27,2021-12-15 9:29:38,2021-12-18 11:30:46 UTC
342,6085,complete,1875.47,117.22,1992.69,2022-01-19 5:47:35,2022-01-23 23:50:04 UTC
343,4841,complete,1434.88,89.68,1524.56,2021-09-08 11:41:14,2021-09-11 12:53:01 UTC
344,2752,complete,2434.72,152.17,2586.89,2021-09-27 22:46:39,2021-10-06 22:13:01 UTC
345,2666,complete,1076.90,67.31,1144.21,2021-01-13 13:22:42,2021-01-17 22:04:39 UTC
347,8220,complete,618.12,38.63,656.75,2021-11-01 3:51:00,2021-11-12 03:06:09 UTC
348,9575,complete,2270.86,141.93,2412.79,2021-06-13 7:52:35,2021-06-25 01:57:11 UTC
349,6717,complete,2010.68,125.67,2136.35,2021-01-28 5:23:52,2021-02-06 23:08:24 UTC
350,572,complete,951.78,59.49,1011.27,2021-07-20 22:40:01,2021-07-26 15:30:51 UTC
351,10514,complete,1912.50,119.53,2032.03,2021-05-22 21:44:50,2021-05-28 22:02:44 UTC
352,6686,complete,2670.35,166.90,2837.25,2021-08-24 5:31:04,2021-09-04 01:13:11 UTC
353,4507,complete,668.98,41.81,710.79,2021-07-30 2:17:44,2021-08-06 01:04:12 UTC
354,12682,complete,1199.12,74.95,1274.07,2022-03-12 21:06:52,2022-03-27 04:04:52 UTC
355,4357,complete,4769.45,298.09,5067.54,2021-06-15 2:57:11,2021-06-20 22:38:03 UTC
356,5282,complete,1349.53,84.35,1433.88,2021-01-22 15:30:49,2021-01-30 04:02:24 UTC
357,12912,complete,342.48,21.41,363.89,2022-01-19 18:07:48,2022-01-24 22:32:26 UTC
358,1371,cancelled,548.20,34.26,582.46,2021-06-06 9:29:51,2021-06-15 07:59:13 UTC
359,11042,complete,787.01,49.19,836.20,2021-12-28 20:47:03,2022-01-01 02:15:57 UTC
360,5661,complete,283.40,17.71,301.11,2021-03-04 13:59:00,2021-03-12 11:17:30 UTC
361,5686,complete,916.02,57.25,973.27,2021-05-18 20:30:23,2021-06-01 15:23:50 UTC
362,2801,complete,1181.02,73.81,1254.83,2021-08-15 1:16:22,2021-08-26 15:27:38 UTC
363,9486,complete,544.54,34.03,578.57,2021-10-09 0:26:48,2021-10-20 23:06:05 UTC
364,12004,complete,346.32,21.65,367.97,2021-09-12 2:03:08,2021-09-17 17:15:48 UTC
365,10094,complete,1041.49,65.09,1106.58,2021-02-20 11:27:48,2021-03-06 03:18:19 UTC
366,12959,complete,1073.87,67.12,1140.99,2021-09-18 14:33:14,2021-09-25 02:37:20 UTC
367,5215,complete,1185.12,74.07,1259.19,2021-09-04 11:44:52,2021-09-14 22:20:45 UTC
368,967,complete,55.95,3.50,59.45,2021-09-27 15:58:12,2021-10-03 04:13:12 UTC
369,614,complete,1177.18,73.57,1250.75,2021-07-16 11:56:54,2021-07-21 11:05:10 UTC
370,5554,complete,1028.72,64.30,1093.02,2021-10-13 10:16:52,2021-10-27 15:56:32 UTC
371,938,complete,585.08,36.57,621.65,2021-04-09 1:03:10,2021-04-14 11:13:19 UTC
372,12977,complete,2337.07,146.07,2483.14,2021-02-20 12:59:12,2021-03-06 11:45:59 UTC
373,2238,complete,231.92,14.50,246.42,2021-04-13 22:27:53,2021-04-21 15:01:12 UTC
374,6758,complete,912.30,57.02,969.32,2021-07-28 21:08:29,2021-08-05 14:06:02 UTC
375,7690,complete,663.47,41.47,704.94,2021-03-21 14:26:39,2021-04-01 09:25:50 UTC
376,9937,complete,358.93,22.43,381.36,2021-06-15 22:47:08,2021-06-28 07:52:11 UTC
377,6140,complete,1685.18,105.32,1790.50,2021-09-17 16:30:41,2021-09-29 20:03:49 UTC
378,8889,complete,997.14,62.32,1059.46,2021-02-19 19:50:32,2021-02-27 09:22:09 UTC
379,6713,complete,1832.30,114.52,1946.82,2021-05-15 12:05:46,2021-05-23 13:19:01 UTC
380,7856,complete,446.72,27.92,474.64,2021-08-18 1:44:56,2021-08-25 11:29:44 UTC
381,9014,complete,1063.28,66.46,1129.74,2022-01-10 11:21:46,2022-01-16 03:35:05 UTC
382,6777,complete,2091.12,130.70,2221.82,2021-09-29 15:33:36,2021-10-14 03:11:57 UTC
383,838,complete,320.95,20.06,341.01,2021-04-06 23:03:41,2021-04-10 18:43:11 UTC
384,4938,complete,3279.82,204.99,3484.81,2021-12-31 18:05:35,2022-01-04 23:55:59 UTC
385,7994,complete,376.92,23.56,400.48,2021-02-07 6:59:19,2021-02-10 10:16:08 UTC
386,7459,complete,2002.72,125.17,2127.89,2021-08-05 2:57:11,2021-08-16 14:44:23 UTC
387,6527,complete,573.82,35.86,609.68,2021-04-22 4:10:54,2021-04-30 04:57:09 UTC
388,12332,complete,578.79,36.17,614.96,2021-11-28 21:05:45,2021-12-11 01:09:48 UTC
389,11662,complete,1529.26,95.58,1624.84,2022-03-01 17:07:22,2022-03-04 07:37:29 UTC
390,4356,complete,1268.48,79.28,1347.76,2021-03-19 0:13:41,2021-03-27 19:55:47 UTC
391,11418,complete,1678.18,104.89,1783.07,2021-03-06 0:40:10,2021-03-15 19:22:24 UTC
392,8225,pending,1394.04,87.13,1481.17,2022-03-14 17:33:19,2022-03-25 09:54:45 UTC
393,13427,complete,2760.42,172.53,2932.95,2021-11-18 12:12:39,2021-11-25 04:30:58 UTC
394,11598,complete,277.83,17.36,295.19,2021-08-07 13:12:39,2021-08-13 05:53:41 UTC
395,10867,complete,325.43,20.34,345.77,2021-10-28 1:32:04,2021-11-01 02:55:30 UTC
396,203,complete,2688.26,168.02,2856.28,2022-02-11 6:35:37,2022-02-20 07:05:42 UTC
398,12241,complete,523.32,32.71,556.03,2021-01-18 2:02:13,2021-01-20 08:52:09 UTC
399,4749,complete,1650.64,103.17,1753.81,2021-03-21 4:58:04,2021-04-02 13:00:07 UTC
400,8695,complete,678.06,42.38,720.44,2021-03-25 2:47:23,2021-03-30 04:33:09 UTC
401,11038,complete,1283.86,80.24,1364.10,2021-07-28 1:41:38,2021-08-10 21:02:12 UTC
402,11965,pending,143.94,9.00,152.94,2022-02-09 4:49:14,2022-02-16 06:07:58 UTC
404,6444,complete,2146.48,134.16,2280.64,2021-05-02 5:40:09,2021-05-13 15:00:09 UTC
405,8518,complete,2057.89,128.62,2186.51,2021-08-13 9:54:46,2021-08-17 16:32:30 UTC
406,7970,complete,197.62,12.35,209.97,2021-10-26 7:09:59,2021-11-03 17:25:34 UTC
408,8523,complete,320.78,20.05,340.83,2021-11-05 12:29:36,2021-11-16 18:31:55 UTC
410,9633,complete,108.80,6.80,115.60,2021-02-01 10:43:51,2021-02-10 03:56:38 UTC
412,6836,complete,111.99,7.00,118.99,2021-06-27 1:51:02,2021-07-08 00:09:06 UTC
413,8062,complete,461.81,28.86,490.67,2021-01-14 18:04:08,2021-01-21 18:47:18 UTC
414,4955,complete,55.18,3.45,58.63,2021-03-11 9:06:25,2021-03-19 23:04:47 UTC
416,5768,complete,1316.76,82.30,1399.06,2021-01-23 16:35:23,2021-02-06 08:16:46 UTC
417,7933,complete,2620.55,163.78,2784.33,2021-08-26 10:21:03,2021-09-07 15:12:20 UTC
420,4171,complete,2010.43,125.65,2136.08,2021-02-13 19:15:31,2021-02-26 03:15:59 UTC
421,8287,complete,824.82,51.55,876.37,2021-09-25 8:48:36,2021-10-06 16:51:56 UTC
422,7620,complete,2113.32,132.08,2245.40,2021-11-26 0:29:58,2021-11-28 11:27:32 UTC
424,10580,complete,1102.98,68.94,1171.92,2021-07-24 5:32:40,2021-08-05 18:41:19 UTC
425,10942,complete,850.27,53.14,903.41,2021-05-20 19:49:29,2021-05-28 02:05:18 UTC
426,2341,complete,217.58,13.60,231.18,2021-06-14 7:14:40,2021-06-22 08:31:08 UTC
427,10885,complete,1151.70,71.98,1223.68,2021-04-04 4:24:57,2021-04-16 20:56:12 UTC
428,7197,complete,939.24,58.70,997.94,2021-01-30 18:06:45,2021-02-04 08:14:23 UTC
429,547,complete,2277.74,142.36,2420.10,2021-06-23 10:39:46,2021-06-27 22:52:59 UTC
432,6144,pending,114.50,7.16,121.66,2021-09-06 3:54:38,2021-09-17 13:52:52 UTC
433,12718,complete,60.61,3.79,64.40,2021-06-22 4:04:03,2021-06-28 01:30:45 UTC
434,1075,complete,747.24,46.70,793.94,2021-03-22 22:30:45,2021-04-02 23:45:36 UTC
435,7308,complete,2021.38,126.34,2147.72,2021-01-15 12:36:47,2021-01-27 01:07:47 UTC
436,568,complete,1552.02,97.00,1649.02,2021-03-27 22:52:54,2021-04-04 14:58:35 UTC
437,7047,complete,798.53,49.91,848.44,2021-04-13 20:41:42,2021-04-28 03:53:43 UTC
438,7460,pending,804.27,50.27,854.54,2021-10-11 0:34:16,2021-10-17 17:47:45 UTC
439,491,complete,1831.30,114.46,1945.76,2021-04-05 23:42:41,2021-04-09 02:44:53 UTC
440,9472,complete,139.96,8.75,148.71,2021-05-08 2:19:47,2021-05-12 19:40:21 UTC
441,6032,complete,290.28,18.14,308.42,2022-02-25 14:19:59,2022-03-03 05:16:06 UTC
442,1780,complete,841.21,52.58,893.79,2021-08-01 10:17:20,2021-08-14 15:35:32 UTC
443,7377,complete,1063.42,66.46,1129.88,2021-10-09 18:49:43,2021-10-22 12:54:32 UTC
444,10824,complete,870.61,54.41,925.02,2021-01-30 7:11:20,2021-02-08 16:27:38 UTC
445,13057,complete,726.15,45.38,771.53,2021-01-22 3:10:28,2021-01-24 16:04:47 UTC
446,7913,complete,1631.63,101.98,1733.61,2021-04-07 21:12:59,2021-04-17 11:07:02 UTC
447,7342,complete,1282.17,80.14,1362.31,2021-02-02 0:10:05,2021-02-10 03:39:03 UTC
448,10379,complete,2038.90,127.43,2166.33,2022-03-04 5:24:33,2022-03-09 08:23:06 UTC
449,7484,cancelled,2137.46,133.59,2271.05,2021-07-09 18:03:42,2021-07-18 13:47:12 UTC
450,12853,complete,2061.85,128.87,2190.72,2021-07-29 23:18:06,2021-08-03 21:26:10 UTC
451,6997,complete,1220.23,76.26,1296.49,2021-06-17 7:35:47,2021-06-30 21:50:26 UTC
452,9255,pending,793.94,49.62,843.56,2021-05-19 6:00:09,2021-05-26 19:46:53 UTC
453,12783,pending,715.90,44.74,760.64,2021-07-31 11:28:29,2021-08-04 12:09:55 UTC
454,11608,complete,572.90,35.81,608.71,2021-03-03 0:47:57,2021-03-08 22:25:01 UTC
455,8117,complete,919.78,57.49,977.27,2021-10-23 13:23:02,2021-10-27 07:49:46 UTC
456,9396,complete,2025.54,126.60,2152.14,2022-02-27 5:09:49,2022-03-12 20:59:57 UTC
457,8551,pending,677.17,42.32,719.49,2021-10-27 20:56:42,2021-11-06 15:01:46 UTC
458,12554,complete,64.95,4.06,69.01,2021-10-23 23:16:12,2021-11-01 20:07:23 UTC
459,5135,pending,365.70,22.86,388.56,2021-06-08 0:15:27,2021-06-14 19:36:27 UTC
460,11021,complete,913.28,57.08,970.36,2021-08-23 8:45:11,2021-08-28 16:02:51 UTC
461,4798,complete,237.69,14.86,252.55,2022-02-11 13:31:02,2022-02-23 03:03:49 UTC
462,9279,complete,1980.90,123.81,2104.71,2022-01-17 21:37:57,2022-01-26 23:18:22 UTC
463,12610,complete,1304.00,81.50,1385.50,2021-10-12 20:15:44,2021-10-17 14:11:50 UTC
464,4576,complete,785.70,49.11,834.81,2021-11-19 15:55:40,2021-11-24 17:32:58 UTC
465,5858,complete,1362.43,85.15,1447.58,2022-02-16 16:10:09,2022-02-23 00:06:46 UTC
466,3817,complete,384.84,24.05,408.89,2022-02-23 16:26:21,2022-03-07 06:20:58 UTC
467,12212,complete,1921.20,120.08,2041.28,2021-02-04 11:32:09,2021-02-17 04:52:05 UTC
468,9338,complete,2316.63,144.79,2461.42,2021-09-13 18:51:41,2021-09-19 21:09:55 UTC
469,6348,pending,296.71,18.54,315.25,2021-11-20 5:37:31,2021-11-29 07:04:47 UTC
470,4925,complete,1241.81,77.61,1319.42,2021-02-20 20:31:40,2021-03-02 19:54:21 UTC
471,4271,complete,1177.12,73.57,1250.69,2021-05-27 21:37:24,2021-06-04 17:59:33 UTC
472,12320,complete,164.05,10.25,174.30,2021-02-07 0:12:03,2021-02-20 17:08:37 UTC
473,4235,complete,2168.42,135.53,2303.95,2021-08-16 23:43:03,2021-08-23 18:06:34 UTC
474,10236,complete,2134.74,133.42,2268.16,2021-08-20 2:06:27,2021-08-28 21:26:02 UTC
475,6792,complete,832.73,52.05,884.78,2021-04-05 14:12:49,2021-04-16 10:46:10 UTC
477,2091,complete,319.02,19.94,338.96,2021-08-15 21:23:09,2021-08-19 15:21:18 UTC
478,1325,complete,414.70,25.92,440.62,2021-03-27 3:44:38,2021-04-09 13:35:02 UTC
479,8159,complete,1550.27,96.89,1647.16,2022-02-22 11:47:29,2022-03-08 03:28:08 UTC
480,9365,complete,2197.61,137.35,2334.96,2021-01-09 1:42:53,2021-01-22 08:06:46 UTC
481,10902,complete,690.38,43.15,733.53,2022-02-17 0:01:07,2022-03-02 10:43:35 UTC
482,335,complete,241.11,15.07,256.18,2021-06-09 19:36:09,2021-06-20 06:31:06 UTC
483,6023,complete,1361.11,85.07,1446.18,2021-12-07 17:04:54,2021-12-20 20:46:29 UTC
484,1091,complete,525.07,32.82,557.89,2021-07-27 22:33:44,2021-07-30 12:19:46 UTC
485,12952,complete,759.51,47.47,806.98,2021-09-17 3:39:51,2021-09-20 19:34:32 UTC
486,8256,complete,1319.46,82.47,1401.93,2021-05-15 22:23:07,2021-05-26 19:12:29 UTC
487,12697,complete,2265.22,141.58,2406.80,2021-05-11 18:36:26,2021-05-17 05:34:30 UTC
488,3522,complete,977.00,61.06,1038.06,2021-10-01 8:42:21,2021-10-08 07:23:10 UTC
489,523,pending,423.44,26.47,449.91,2021-05-28 15:40:30,2021-06-06 13:18:16 UTC
490,6784,complete,1561.07,97.57,1658.64,2021-08-11 9:34:34,2021-08-20 09:45:00 UTC
492,12859,complete,886.38,55.40,941.78,2021-07-01 7:01:34,2021-07-06 20:52:46 UTC
493,10119,complete,402.79,25.17,427.96,2021-03-16 12:13:08,2021-03-22 09:41:00 UTC
494,2627,complete,1947.73,121.73,2069.46,2022-01-04 17:39:20,2022-01-08 11:42:17 UTC
495,11333,complete,1262.39,78.90,1341.29,2021-03-04 0:06:38,2021-03-18 14:50:31 UTC
496,11196,complete,409.20,25.58,434.78,2022-01-12 3:43:24,2022-01-24 06:57:22 UTC
497,3599,complete,742.90,46.43,789.33,2022-03-11 6:22:33,2022-03-18 04:32:29 UTC
498,10631,complete,2819.57,176.22,2995.79,2022-01-01 6:01:06,2022-01-13 10:52:08 UTC
499,12773,complete,394.10,24.63,418.73,2021-06-08 23:45:04,2021-06-22 10:47:14 UTC
500,7149,complete,1834.89,114.68,1949.57,2021-02-15 13:26:24,2021-02-21 02:41:56 UTC
501,3928,complete,2870.04,179.38,3049.42,2021-07-05 21:12:06,2021-07-15 06:55:11 UTC
502,3878,complete,238.71,14.92,253.63,2021-04-30 8:32:00,2021-05-03 16:32:58 UTC
503,10879,complete,82.02,5.13,87.15,2021-07-26 22:17:20,2021-08-09 09:53:05 UTC
504,4676,complete,744.86,46.55,791.41,2021-09-23 6:00:27,2021-09-30 14:51:29 UTC
505,6651,complete,1538.04,96.13,1634.17,2021-01-31 19:01:40,2021-02-05 10:33:06 UTC
506,4563,complete,109.48,6.84,116.32,2021-08-22 3:21:51,2021-08-28 04:43:35 UTC
507,5951,complete,1462.89,91.43,1554.32,2021-02-21 7:15:31,2021-02-25 04:07:29 UTC
508,12379,complete,657.66,41.10,698.76,2021-02-03 13:37:23,2021-02-17 12:34:05 UTC
509,2222,complete,1081.49,67.59,1149.08,2021-07-19 17:09:35,2021-07-31 09:08:02 UTC
510,9887,complete,484.03,30.25,514.28,2021-06-11 13:09:21,2021-06-21 12:26:29 UTC
511,7718,complete,983.69,61.48,1045.17,2022-01-20 10:01:42,2022-01-30 19:35:48 UTC
512,2309,complete,867.61,54.23,921.84,2021-08-29 23:14:51,2021-09-12 16:28:48 UTC
513,1789,complete,1171.31,73.21,1244.52,2021-08-19 5:12:40,2021-09-02 21:17:03 UTC
514,4280,complete,8.56,0.54,9.10,2021-07-12 6:46:56,2021-07-24 14:46:52 UTC
515,3243,complete,179.08,11.19,190.27,2021-11-21 11:20:24,2021-11-30 01:00:14 UTC
516,11600,complete,1609.46,100.59,1710.05,2021-10-03 0:21:15,2021-10-10 23:35:05 UTC
517,2608,complete,313.46,19.59,333.05,2021-09-26 11:23:47,2021-10-06 13:30:06 UTC
518,2756,complete,652.80,40.80,693.60,2021-02-08 14:43:34,2021-02-14 05:50:22 UTC
519,10209,pending,122.91,7.68,130.59,2021-08-28 23:43:06,2021-09-11 21:28:07 UTC
520,10372,pending,930.25,58.14,988.39,2022-02-17 17:20:06,2022-02-28 16:17:22 UTC
521,1472,complete,1512.89,94.56,1607.45,2021-04-09 7:31:21,2021-04-12 21:49:57 UTC
523,6494,complete,1334.62,83.41,1418.03,2022-03-13 8:17:25,2022-03-17 14:27:31 UTC
524,11415,complete,604.62,37.79,642.41,2021-04-07 14:08:50,2021-04-12 16:51:27 UTC
525,6416,complete,375.44,23.47,398.91,2021-04-07 4:29:54,2021-04-19 14:02:34 UTC
526,2674,complete,687.38,42.96,730.34,2021-02-03 21:40:56,2021-02-12 23:27:44 UTC
527,5264,complete,1413.50,88.34,1501.84,2021-09-14 3:58:07,2021-09-19 23:25:55 UTC
529,1501,complete,1036.32,64.77,1101.09,2021-04-09 15:31:28,2021-04-16 18:45:31 UTC
530,2286,complete,749.24,46.83,796.07,2021-05-27 5:02:26,2021-06-05 21:53:40 UTC
531,3534,complete,1058.84,66.18,1125.02,2021-12-07 7:10:02,2021-12-10 03:37:43 UTC
532,9484,complete,525.16,32.82,557.98,2021-02-24 20:08:44,2021-03-01 15:26:59 UTC
533,55,complete,803.25,50.20,853.45,2021-11-04 7:26:09,2021-11-13 08:57:13 UTC
534,13248,complete,1618.41,101.15,1719.56,2021-05-29 5:32:42,2021-06-09 07:15:26 UTC
535,1127,complete,30.48,1.91,32.39,2021-01-15 17:09:42,2021-01-21 12:53:13 UTC
537,12936,complete,1700.60,106.29,1806.89,2021-10-24 17:37:53,2021-11-08 10:24:09 UTC
538,1271,complete,808.38,50.52,858.90,2022-01-28 18:18:08,2022-02-05 06:40:36 UTC
539,2570,complete,1508.59,94.29,1602.88,2021-03-05 11:51:40,2021-03-19 01:12:52 UTC
540,10611,cancelled,1974.56,123.41,2097.97,2021-10-16 9:57:14,2021-10-19 02:43:20 UTC
541,9278,complete,866.47,54.15,920.62,2021-08-21 11:02:48,2021-08-24 13:49:24 UTC
542,7679,complete,2564.52,160.28,2724.80,2021-04-02 10:22:09,2021-04-04 20:34:27 UTC
543,12090,complete,2847.42,177.96,3025.38,2021-11-26 11:35:55,2021-12-08 15:57:22 UTC
544,9300,complete,1644.77,102.80,1747.57,2021-12-13 3:25:13,2021-12-26 09:28:53 UTC
545,5612,complete,278.17,17.39,295.56,2021-06-14 17:57:29,2021-06-26 17:37:37 UTC
546,383,complete,658.73,41.17,699.90,2021-07-10 6:38:19,2021-07-17 09:31:36 UTC
547,4285,complete,869.67,54.35,924.02,2021-02-04 22:23:56,2021-02-14 23:08:08 UTC
548,9134,complete,209.76,13.11,222.87,2021-02-07 14:49:36,2021-02-18 08:29:53 UTC
549,9062,cancelled,937.10,58.57,995.67,2021-01-15 19:17:55,2021-01-26 10:17:55 UTC
550,12175,complete,1712.56,107.04,1819.60,2021-12-09 5:19:17,2021-12-14 01:24:34 UTC
551,13376,complete,232.06,14.50,246.56,2021-03-08 19:35:21,2021-03-20 11:39:52 UTC
552,4736,complete,252.10,15.76,267.86,2022-03-14 21:41:46,2022-03-28 06:57:49 UTC
553,10334,cancelled,400.23,25.01,425.24,2021-07-25 9:24:45,2021-08-01 09:27:35 UTC
554,6897,complete,748.07,46.75,794.82,2021-08-05 7:26:13,2021-08-15 16:04:57 UTC
555,8234,complete,385.39,24.09,409.48,2021-03-15 5:31:04,2021-03-21 14:48:37 UTC
556,5939,complete,427.42,26.71,454.13,2021-05-12 22:15:16,2021-05-22 15:03:17 UTC
557,8283,complete,1171.58,73.22,1244.80,2021-10-22 3:20:44,2021-10-25 06:34:33 UTC
558,3913,pending,105.78,6.61,112.39,2021-10-18 21:43:46,2021-10-21 16:05:10 UTC
559,12638,complete,350.88,21.93,372.81,2021-10-20 3:49:00,2021-10-29 02:53:19 UTC
560,13382,complete,1376.13,86.01,1462.14,2022-02-28 20:43:02,2022-03-05 12:00:34 UTC
561,9207,pending,1691.90,105.74,1797.64,2021-09-27 4:35:54,2021-10-10 15:15:49 UTC
562,7961,complete,1043.36,65.21,1108.57,2021-09-09 18:13:47,2021-09-15 20:15:03 UTC
563,2855,complete,2609.36,163.09,2772.45,2021-09-08 21:17:58,2021-09-11 06:29:16 UTC
564,2247,complete,1511.38,94.46,1605.84,2021-02-04 17:13:52,2021-02-11 11:07:05 UTC
565,10658,complete,1099.36,68.71,1168.07,2021-03-10 22:53:42,2021-03-19 12:00:46 UTC
566,7113,complete,687.24,42.95,730.19,2021-06-07 12:17:51,2021-06-17 02:55:25 UTC
567,10202,complete,1499.78,93.74,1593.52,2021-09-17 16:35:14,2021-09-25 18:37:41 UTC
568,9408,complete,3945.82,246.61,4192.43,2021-09-23 9:52:48,2021-09-27 05:06:58 UTC
569,2681,pending,1813.33,113.33,1926.66,2021-03-12 12:36:04,2021-03-16 17:17:02 UTC
570,6143,complete,514.58,32.16,546.74,2021-09-11 19:06:49,2021-09-18 03:56:10 UTC
571,8430,complete,1411.72,88.23,1499.95,2021-01-18 7:10:50,2021-01-30 18:19:51 UTC
572,1529,complete,1104.03,69.00,1173.03,2022-01-07 6:45:02,2022-01-10 06:38:36 UTC
573,4227,complete,2034.00,127.13,2161.13,2021-01-08 12:58:36,2021-01-21 15:35:31 UTC
574,12970,complete,945.24,59.08,1004.32,2021-05-01 10:10:37,2021-05-15 06:08:44 UTC
575,10068,complete,1457.49,91.09,1548.58,2021-05-01 21:35:45,2021-05-07 20:18:34 UTC
576,5711,complete,1112.19,69.51,1181.70,2021-08-28 5:44:36,2021-09-01 11:19:42 UTC
577,12602,complete,208.58,13.04,221.62,2022-02-06 16:32:11,2022-02-18 04:22:42 UTC
578,2339,complete,530.19,33.14,563.33,2021-04-09 7:58:55,2021-04-14 21:49:02 UTC
579,11828,complete,288.75,18.05,306.80,2021-06-16 8:20:06,2021-06-19 06:22:40 UTC
580,12800,complete,2152.15,134.51,2286.66,2021-09-19 10:01:57,2021-09-29 00:39:24 UTC
581,2164,complete,136.96,8.56,145.52,2021-05-11 19:37:01,2021-05-25 04:10:35 UTC
