pk,profile_id,status,created_at,updated_at
301,31-607-7319,adopted,2021-10-03T10:11:30Z,2021-11-23 10:11:30 UTC
302,78-877-8109,ready for adoption,2021-09-11T06:54:38Z,2021-09-18 06:54:38 UTC
303,69-963-1004,ready for adoption,2021-08-28T01:07:47Z,2021-09-27 01:07:47 UTC
304,16-204-6200,adopted,2021-07-28T15:46:06Z,2021-10-20 15:46:06 UTC
305,73-810-3635,in foster home,2021-12-04T11:25:50Z,2022-02-10 11:25:50 UTC
306,81-294-3389,adopted,2021-08-12T02:16:49Z,2021-10-25 02:16:49 UTC
307,01-880-8782,adopted,2021-07-11T20:12:33Z,2021-07-13 20:12:33 UTC
308,90-591-0328,in quarantine,2021-02-08T06:18:54Z,2021-04-07 06:18:54 UTC
309,99-614-9212,adopted,2021-06-01T11:51:27Z,2021-08-05 11:51:27 UTC
310,00-434-0666,in foster home,2021-02-06T20:35:49Z,2021-05-11 20:35:49 UTC
311,78-978-4787,in foster home,2021-05-20T03:42:22Z,2021-06-07 03:42:22 UTC
312,89-099-9087,ready for adoption,2022-02-19T21:12:44Z,2022-04-27 21:12:44 UTC
313,75-542-0170,ready for adoption,2021-01-09T15:33:32Z,2021-04-14 15:33:32 UTC
314,70-580-6182,in foster home,2022-02-16T00:18:15Z,2022-04-15 00:18:15 UTC
315,97-655-0484,adopted,2022-02-26T00:45:10Z,2022-04-17 00:45:10 UTC
316,36-664-8865,adopted,2022-01-09T06:31:04Z,2022-02-18 06:31:04 UTC
317,68-075-0097,ready for adoption,2021-01-23T05:40:17Z,2021-03-03 05:40:17 UTC
318,85-893-2394,in foster home,2021-05-29T06:33:03Z,2021-08-13 06:33:03 UTC
319,32-773-3818,adopted,2021-09-25T19:43:24Z,2021-12-26 19:43:24 UTC
320,87-351-4474,adopted,2021-05-14T15:14:45Z,2021-07-22 15:14:45 UTC
321,30-068-5516,ready for adoption,2021-11-14T15:15:32Z,2021-12-01 15:15:32 UTC
322,41-635-6664,in foster home,2021-08-22T01:37:14Z,2021-09-08 01:37:14 UTC
323,01-171-9978,ready for adoption,2021-03-10T10:52:44Z,2021-05-14 10:52:44 UTC
324,19-255-5569,ready for adoption,2021-10-12T18:06:11Z,2021-11-28 18:06:11 UTC
325,09-640-8494,in foster home,2021-05-27T11:46:29Z,2021-07-13 11:46:29 UTC
326,65-620-4735,adopted,2021-04-12T20:01:12Z,2021-06-15 20:01:12 UTC
327,55-756-3585,adopted,2021-09-08T19:11:52Z,2021-09-17 19:11:52 UTC
328,06-056-9751,ready for adoption,2022-02-11T17:18:23Z,2022-03-18 17:18:23 UTC
329,25-305-9463,adopted,2021-01-06T18:06:38Z,2021-01-08 18:06:38 UTC
330,74-945-4735,ready for adoption,2021-02-11T23:42:13Z,2021-03-02 23:42:13 UTC
331,76-792-5828,adopted,2021-07-03T22:38:55Z,2021-08-01 22:38:55 UTC
332,08-799-7659,adopted,2021-09-12T17:34:58Z,2021-12-16 17:34:58 UTC
333,97-194-3997,ready for adoption,2021-01-14T02:56:49Z,2021-02-04 02:56:49 UTC
334,21-989-1433,adopted,2021-11-27T14:39:47Z,2021-12-16 14:39:47 UTC
335,03-100-1343,in foster home,2021-07-28T06:18:45Z,2021-08-11 06:18:45 UTC
336,40-723-6816,adopted,2021-06-23T16:05:53Z,2021-07-08 16:05:53 UTC
337,27-198-8338,in foster home,2021-07-02T13:52:03Z,2021-07-28 13:52:03 UTC
338,01-722-3119,ready for adoption,2021-09-06T09:37:50Z,2021-10-11 09:37:50 UTC
339,67-860-0709,ready for adoption,2021-10-14T08:26:43Z,2021-11-07 08:26:43 UTC
340,08-610-0912,ready for adoption,2021-04-22T22:54:02Z,2021-05-13 22:54:02 UTC
341,30-458-2315,in quarantine,2021-05-13T12:01:55Z,2021-05-31 12:01:55 UTC
342,98-516-3668,in foster home,2022-01-22T00:17:04Z,2022-04-30 00:17:04 UTC
343,60-578-1229,ready for adoption,2021-08-10T20:37:05Z,2021-10-04 20:37:05 UTC
344,18-395-5883,adopted,2021-01-23T07:50:29Z,2021-02-24 07:50:29 UTC
345,09-353-9106,adopted,2021-10-10T12:41:35Z,2021-11-17 12:41:35 UTC
346,52-842-7341,adopted,2021-05-26T19:47:54Z,2021-08-28 19:47:54 UTC
347,32-770-1739,in foster home,2021-05-20T19:40:44Z,2021-06-02 19:40:44 UTC
348,21-817-0657,adopted,2021-07-20T14:29:09Z,2021-08-03 14:29:09 UTC
349,30-633-5858,in foster home,2021-06-04T03:28:36Z,2021-08-14 03:28:36 UTC
350,64-690-2481,in quarantine,2021-02-28T20:16:36Z,2021-05-30 20:16:36 UTC
351,36-351-3298,in foster home,2021-06-02T12:31:26Z,2021-07-01 12:31:26 UTC
352,10-280-2437,in foster home,2021-03-31T14:36:01Z,2021-05-23 14:36:01 UTC
353,92-935-2718,adopted,2021-10-14T11:47:51Z,2021-11-21 11:47:51 UTC
354,89-096-7960,ready for adoption,2021-08-07T10:08:37Z,2021-10-14 10:08:37 UTC
355,77-291-1549,ready for adoption,2021-01-12T01:07:41Z,2021-03-03 01:07:41 UTC
356,61-550-1388,ready for adoption,2021-12-02T14:26:34Z,2021-12-11 14:26:34 UTC
357,60-510-1776,ready for adoption,2021-01-30T10:00:45Z,2021-03-01 10:00:45 UTC
358,34-537-1621,in quarantine,2021-05-24T12:33:02Z,2021-08-08 12:33:02 UTC
359,70-104-6155,adopted,2021-10-19T11:35:39Z,2021-12-23 11:35:39 UTC
360,25-609-9462,adopted,2021-03-06T01:01:24Z,2021-05-13 01:01:24 UTC
361,68-711-8408,ready for adoption,2021-10-23T05:36:27Z,2021-10-25 05:36:27 UTC
362,99-621-8650,adopted,2021-01-12T21:37:55Z,2021-01-28 21:37:55 UTC
363,06-107-0915,ready for adoption,2022-02-25T19:36:55Z,2022-04-12 19:36:55 UTC
364,61-063-8391,ready for adoption,2021-01-08T02:19:53Z,2021-03-09 02:19:53 UTC
365,56-423-3870,ready for adoption,2021-01-18T06:31:33Z,2021-04-15 06:31:33 UTC
366,42-753-9419,in foster home,2021-02-14T00:16:51Z,2021-03-26 00:16:51 UTC
367,95-669-9632,adopted,2021-02-24T17:40:12Z,2021-05-09 17:40:12 UTC
368,20-736-4402,adopted,2021-10-30T13:47:46Z,2021-12-08 13:47:46 UTC
369,34-526-6145,ready for adoption,2021-02-01T18:18:13Z,2021-03-22 18:18:13 UTC
370,78-355-8380,ready for adoption,2021-08-27T04:02:51Z,2021-11-22 04:02:51 UTC
371,44-081-5220,ready for adoption,2021-02-14T19:37:56Z,2021-05-23 19:37:56 UTC
372,71-325-0847,adopted,2021-06-27T05:30:25Z,2021-08-21 05:30:25 UTC
373,46-895-6248,ready for adoption,2021-07-22T18:47:23Z,2021-08-03 18:47:23 UTC
374,71-064-8378,in quarantine,2021-09-16T04:34:15Z,2021-12-13 04:34:15 UTC
375,68-643-7949,in foster home,2021-06-07T10:10:31Z,2021-08-17 10:10:31 UTC
376,48-084-6477,adopted,2022-02-15T13:46:57Z,2022-04-28 13:46:57 UTC
377,14-969-0768,in foster home,2021-07-11T02:21:51Z,2021-09-06 02:21:51 UTC
378,32-415-9931,ready for adoption,2021-01-15T04:30:49Z,2021-01-21 04:30:49 UTC
379,11-819-8827,ready for adoption,2021-10-22T22:29:26Z,2022-01-18 22:29:26 UTC
380,45-576-2293,ready for adoption,2021-09-12T09:23:06Z,2021-10-09 09:23:06 UTC
381,96-704-2458,adopted,2021-07-17T11:09:13Z,2021-08-28 11:09:13 UTC
382,24-659-4929,in quarantine,2021-11-25T17:55:45Z,2022-01-26 17:55:45 UTC
383,99-892-9744,ready for adoption,2021-10-11T01:26:29Z,2021-11-11 01:26:29 UTC
384,71-022-2320,ready for adoption,2021-10-16T10:08:30Z,2021-12-21 10:08:30 UTC
385,97-147-7248,in foster home,2021-08-11T05:57:17Z,2021-09-17 05:57:17 UTC
386,03-005-9462,in quarantine,2021-03-28T21:31:07Z,2021-06-24 21:31:07 UTC
387,62-600-0702,in foster home,2021-12-22T07:23:29Z,2022-03-05 07:23:29 UTC
388,22-397-3788,in foster home,2021-12-23T18:24:09Z,2022-01-26 18:24:09 UTC
389,07-207-8112,adopted,2022-01-15T11:38:41Z,2022-02-09 11:38:41 UTC
390,49-741-0661,adopted,2021-05-08T05:31:44Z,2021-07-07 05:31:44 UTC
391,25-523-7911,adopted,2021-11-20T17:01:09Z,2022-02-03 17:01:09 UTC
392,30-398-2298,adopted,2021-04-20T11:29:46Z,2021-06-06 11:29:46 UTC
393,65-301-8891,ready for adoption,2021-08-12T17:30:31Z,2021-11-02 17:30:31 UTC
394,08-979-4514,adopted,2021-12-09T04:53:16Z,2022-01-28 04:53:16 UTC
395,01-017-4325,in quarantine,2022-01-07T05:29:45Z,2022-04-06 05:29:45 UTC
396,65-899-3225,ready for adoption,2022-01-07T23:02:31Z,2022-03-13 23:02:31 UTC
397,12-287-3562,ready for adoption,2021-08-31T07:09:47Z,2021-09-23 07:09:47 UTC
398,64-960-0854,adopted,2021-06-18T12:17:32Z,2021-09-12 12:17:32 UTC
399,81-941-3571,in foster home,2022-02-08T10:35:37Z,2022-04-26 10:35:37 UTC
400,47-084-9501,ready for adoption,2021-08-05T01:21:36Z,2021-08-30 01:21:36 UTC
401,02-242-2976,ready for adoption,2021-09-26T00:49:22Z,2021-11-25 00:49:22 UTC
402,93-884-1905,ready for adoption,2021-12-13T04:08:54Z,2022-02-28 04:08:54 UTC
403,14-962-6621,in foster home,2021-02-03T09:41:42Z,2021-04-11 09:41:42 UTC
404,49-921-9340,ready for adoption,2021-05-01T06:29:25Z,2021-07-31 06:29:25 UTC
405,32-032-4223,ready for adoption,2021-05-10T04:08:38Z,2021-07-04 04:08:38 UTC
406,18-034-0543,adopted,2021-05-20T02:42:59Z,2021-07-03 02:42:59 UTC
407,00-181-8382,ready for adoption,2021-02-21T05:54:23Z,2021-05-02 05:54:23 UTC
408,53-647-8784,ready for adoption,2021-08-15T07:51:25Z,2021-08-18 07:51:25 UTC
409,78-211-9049,adopted,2021-06-14T12:05:01Z,2021-07-29 12:05:01 UTC
410,43-257-9040,adopted,2021-11-13T07:52:18Z,2021-12-18 07:52:18 UTC
411,08-846-0264,adopted,2021-07-04T15:45:08Z,2021-09-08 15:45:08 UTC
412,96-396-3444,in quarantine,2021-03-10T11:39:01Z,2021-06-05 11:39:01 UTC
413,01-941-6438,ready for adoption,2021-04-20T12:05:16Z,2021-07-21 12:05:16 UTC
414,29-244-4035,ready for adoption,2021-01-03T13:24:50Z,2021-03-07 13:24:50 UTC
415,63-584-7971,adopted,2021-12-14T15:59:55Z,2022-02-13 15:59:55 UTC
416,08-403-8841,adopted,2021-10-11T05:13:08Z,2021-12-16 05:13:08 UTC
417,60-401-5441,in foster home,2021-12-17T06:22:43Z,2022-02-03 06:22:43 UTC
418,89-784-1647,adopted,2021-10-29T19:05:19Z,2022-01-08 19:05:19 UTC
419,18-313-9967,adopted,2021-12-05T19:33:00Z,2022-01-01 19:33:00 UTC
420,24-407-1314,in foster home,2021-11-14T11:08:43Z,2021-12-07 11:08:43 UTC
421,68-842-0883,adopted,2021-06-28T15:39:47Z,2021-07-08 15:39:47 UTC
422,00-334-9703,ready for adoption,2021-04-19T18:00:23Z,2021-04-21 18:00:23 UTC
423,34-293-8075,ready for adoption,2021-12-25T06:23:51Z,2022-02-07 06:23:51 UTC
424,16-248-9550,ready for adoption,2021-05-29T16:29:59Z,2021-08-30 16:29:59 UTC
425,84-907-1814,ready for adoption,2021-01-25T02:42:41Z,2021-04-14 02:42:41 UTC
426,24-684-0232,in foster home,2021-08-08T20:30:53Z,2021-10-14 20:30:53 UTC
427,54-577-0776,ready for adoption,2021-10-29T02:44:13Z,2021-12-16 02:44:13 UTC
428,59-603-2190,in foster home,2021-11-01T20:53:19Z,2022-01-02 20:53:19 UTC
429,12-106-0490,ready for adoption,2021-07-19T23:59:30Z,2021-10-01 23:59:30 UTC
430,55-142-3155,adopted,2021-10-21T12:51:42Z,2021-12-16 12:51:42 UTC
431,99-070-8930,adopted,2021-07-23T08:25:37Z,2021-09-19 08:25:37 UTC
432,87-386-6417,adopted,2021-04-23T03:51:07Z,2021-07-18 03:51:07 UTC
433,16-271-5772,in foster home,2022-01-30T19:46:15Z,2022-03-11 19:46:15 UTC
434,43-416-9475,in foster home,2021-06-11T14:54:54Z,2021-08-14 14:54:54 UTC
435,12-420-2785,ready for adoption,2021-11-07T17:27:45Z,2021-12-05 17:27:45 UTC
436,68-710-4917,ready for adoption,2021-08-04T04:04:38Z,2021-08-14 04:04:38 UTC
437,44-697-0376,ready for adoption,2022-01-09T12:49:59Z,2022-02-26 12:49:59 UTC
438,10-164-4248,in quarantine,2021-03-09T21:55:51Z,2021-05-11 21:55:51 UTC
439,86-743-2744,adopted,2021-05-17T01:56:35Z,2021-06-14 01:56:35 UTC
440,31-784-3043,ready for adoption,2021-09-11T00:54:44Z,2021-10-09 00:54:44 UTC
441,01-499-8901,in foster home,2021-09-13T19:33:45Z,2021-11-26 19:33:45 UTC
442,31-335-1942,ready for adoption,2022-01-30T09:39:32Z,2022-03-15 09:39:32 UTC
443,48-236-4232,ready for adoption,2021-10-20T14:16:20Z,2022-01-08 14:16:20 UTC
444,04-083-2726,adopted,2021-03-22T20:58:00Z,2021-05-06 20:58:00 UTC
445,95-252-6077,adopted,2021-09-10T13:14:25Z,2021-11-03 13:14:25 UTC
446,85-558-5470,adopted,2021-08-06T12:09:00Z,2021-08-08 12:09:00 UTC
447,15-118-0928,adopted,2021-01-14T20:48:52Z,2021-02-05 20:48:52 UTC
448,19-233-7367,ready for adoption,2021-06-04T13:38:07Z,2021-07-18 13:38:07 UTC
449,79-297-7197,ready for adoption,2021-05-16T23:08:51Z,2021-06-14 23:08:51 UTC
450,57-130-6568,ready for adoption,2021-12-17T03:34:40Z,2022-02-22 03:34:40 UTC
451,46-886-5939,ready for adoption,2021-05-04T11:04:03Z,2021-05-17 11:04:03 UTC
452,03-892-8819,adopted,2021-11-03T18:33:48Z,2022-01-08 18:33:48 UTC
453,54-372-0228,ready for adoption,2022-02-08T18:24:38Z,2022-03-14 18:24:38 UTC
454,49-465-5787,in foster home,2021-06-07T20:59:59Z,2021-07-21 20:59:59 UTC
455,57-888-3759,adopted,2021-01-04T19:24:49Z,2021-04-05 19:24:49 UTC
456,84-929-4124,adopted,2021-04-28T23:26:53Z,2021-06-19 23:26:53 UTC
457,59-388-0344,in foster home,2021-04-03T06:05:00Z,2021-04-26 06:05:00 UTC
458,37-683-7702,ready for adoption,2021-03-24T10:24:19Z,2021-06-03 10:24:19 UTC
459,25-184-2109,in quarantine,2021-03-14T22:47:26Z,2021-06-17 22:47:26 UTC
460,11-202-7994,adopted,2021-01-10T15:31:37Z,2021-03-15 15:31:37 UTC
461,65-994-0269,adopted,2021-12-10T07:17:12Z,2022-03-05 07:17:12 UTC
462,74-521-6924,ready for adoption,2021-03-30T14:30:57Z,2021-04-18 14:30:57 UTC
463,02-341-4727,adopted,2021-05-13T00:46:54Z,2021-06-16 00:46:54 UTC
464,57-313-8872,in foster home,2021-05-15T22:21:28Z,2021-05-18 22:21:28 UTC
465,84-761-4855,in foster home,2022-02-23T14:42:07Z,2022-04-23 14:42:07 UTC
466,43-825-6024,in quarantine,2021-03-11T04:54:45Z,2021-05-21 04:54:45 UTC
467,79-802-4502,ready for adoption,2021-11-15T03:46:31Z,2021-12-20 03:46:31 UTC
468,07-575-3888,ready for adoption,2021-05-29T17:45:19Z,2021-07-12 17:45:19 UTC
469,24-687-2209,ready for adoption,2021-11-08T13:54:23Z,2021-11-12 13:54:23 UTC
470,21-688-1306,in foster home,2021-04-07T17:45:13Z,2021-06-05 17:45:13 UTC
471,30-343-1407,ready for adoption,2021-03-03T13:16:06Z,2021-04-05 13:16:06 UTC
472,48-595-2158,adopted,2021-05-19T19:53:00Z,2021-06-05 19:53:00 UTC
473,89-786-2864,adopted,2021-09-30T00:19:36Z,2022-01-04 00:19:36 UTC
474,88-155-1376,in foster home,2021-01-13T23:49:43Z,2021-03-01 23:49:43 UTC
475,86-576-8404,in foster home,2021-12-16T13:05:48Z,2021-12-30 13:05:48 UTC
476,60-129-8538,adopted,2021-07-19T23:53:21Z,2021-08-02 23:53:21 UTC
477,09-661-5345,adopted,2021-11-03T00:47:52Z,2021-12-16 00:47:52 UTC
478,39-847-4665,in foster home,2022-01-17T00:32:44Z,2022-03-09 00:32:44 UTC
479,62-804-9033,ready for adoption,2021-03-08T08:44:07Z,2021-03-27 08:44:07 UTC
480,08-818-3130,ready for adoption,2021-01-13T00:46:14Z,2021-02-22 00:46:14 UTC
481,94-722-0915,ready for adoption,2021-10-08T18:43:54Z,2021-12-07 18:43:54 UTC
482,13-990-4166,adopted,2021-05-14T22:31:19Z,2021-08-18 22:31:19 UTC
483,98-659-1212,adopted,2021-10-12T08:16:21Z,2021-11-29 08:16:21 UTC
484,20-043-1412,ready for adoption,2022-02-02T15:40:40Z,2022-04-11 15:40:40 UTC
485,50-994-6488,in foster home,2021-06-19T13:01:41Z,2021-09-20 13:01:41 UTC
486,10-805-8982,ready for adoption,2021-01-08T03:15:19Z,2021-01-18 03:15:19 UTC
487,45-412-2703,in foster home,2021-10-31T08:05:06Z,2022-01-20 08:05:06 UTC
488,24-856-5990,adopted,2021-02-01T02:05:41Z,2021-05-03 02:05:41 UTC
489,62-514-1004,adopted,2021-05-01T22:48:13Z,2021-07-11 22:48:13 UTC
490,14-686-7624,adopted,2021-12-21T20:05:56Z,2022-01-12 20:05:56 UTC
491,89-727-2567,in quarantine,2021-09-15T00:52:44Z,2021-11-26 00:52:44 UTC
492,77-489-4661,ready for adoption,2021-02-10T01:58:18Z,2021-03-16 01:58:18 UTC
493,43-874-3343,adopted,2021-07-19T12:10:11Z,2021-07-23 12:10:11 UTC
494,19-464-2806,ready for adoption,2021-03-18T23:17:04Z,2021-06-01 23:17:04 UTC
495,76-801-7158,in foster home,2022-02-04T11:55:24Z,2022-05-10 11:55:24 UTC
496,26-626-3545,adopted,2021-03-23T07:06:47Z,2021-05-24 07:06:47 UTC
497,77-286-7733,adopted,2022-02-25T06:32:47Z,2022-03-28 06:32:47 UTC
498,83-765-4455,in quarantine,2022-02-04T21:48:24Z,2022-05-04 21:48:24 UTC
499,19-967-2088,in foster home,2021-12-25T16:06:58Z,2022-02-07 16:06:58 UTC
500,73-961-3749,in foster home,2021-10-18T20:41:03Z,2022-01-03 20:41:03 UTC
501,99-618-1215,in foster home,2021-05-21T13:00:49Z,2021-06-17 13:00:49 UTC
502,16-404-5279,adopted,2021-11-21T08:13:10Z,2022-02-02 08:13:10 UTC
503,26-888-8444,adopted,2021-01-07T21:10:23Z,2021-01-19 21:10:23 UTC
504,61-943-6811,adopted,2021-04-22T00:01:13Z,2021-05-07 00:01:13 UTC
505,61-236-2315,adopted,2021-09-19T05:18:58Z,2021-09-21 05:18:58 UTC
506,03-908-2230,in foster home,2021-09-07T17:11:54Z,2021-11-21 17:11:54 UTC
507,17-765-8265,in quarantine,2021-04-23T02:44:35Z,2021-06-08 02:44:35 UTC
508,36-723-0739,adopted,2021-04-28T22:44:22Z,2021-06-05 22:44:22 UTC
509,66-248-0404,adopted,2021-05-18T22:52:40Z,2021-06-08 22:52:40 UTC
510,10-202-1943,adopted,2021-09-01T03:38:10Z,2021-12-08 03:38:10 UTC
511,97-996-7807,ready for adoption,2022-02-24T06:47:32Z,2022-03-13 06:47:32 UTC
512,80-675-9144,ready for adoption,2022-02-24T12:45:28Z,2022-05-02 12:45:28 UTC
513,09-468-2966,adopted,2021-07-12T23:32:56Z,2021-09-22 23:32:56 UTC
514,49-888-0991,adopted,2021-01-21T19:08:09Z,2021-02-02 19:08:09 UTC
515,51-631-9650,adopted,2021-02-16T19:42:27Z,2021-02-24 19:42:27 UTC
516,78-368-4933,ready for adoption,2022-02-08T10:07:39Z,2022-02-10 10:07:39 UTC
517,84-133-1865,adopted,2021-07-12T23:22:48Z,2021-10-15 23:22:48 UTC
518,46-941-4994,ready for adoption,2021-09-06T05:31:10Z,2021-10-20 05:31:10 UTC
519,67-824-4822,in quarantine,2021-10-22T08:52:10Z,2021-11-11 08:52:10 UTC
520,88-453-9011,in foster home,2021-06-30T18:08:40Z,2021-07-19 18:08:40 UTC
521,08-148-3624,ready for adoption,2021-05-22T15:34:51Z,2021-07-27 15:34:51 UTC
522,06-695-6652,ready for adoption,2021-09-02T01:04:27Z,2021-10-13 01:04:27 UTC
523,86-659-7826,ready for adoption,2021-03-20T17:38:57Z,2021-04-17 17:38:57 UTC
524,00-811-7182,ready for adoption,2021-09-12T10:51:38Z,2021-12-04 10:51:38 UTC
525,32-726-4832,adopted,2021-10-15T19:31:20Z,2022-01-07 19:31:20 UTC
526,98-431-0630,ready for adoption,2021-03-16T07:36:17Z,2021-04-02 07:36:17 UTC
527,19-640-0716,ready for adoption,2022-01-06T09:47:42Z,2022-03-13 09:47:42 UTC
528,53-552-2968,adopted,2022-01-21T17:28:05Z,2022-04-12 17:28:05 UTC
529,69-174-1206,adopted,2021-02-02T20:07:14Z,2021-05-06 20:07:14 UTC
530,33-006-4708,ready for adoption,2021-05-07T20:49:00Z,2021-07-05 20:49:00 UTC
531,79-841-2035,ready for adoption,2021-08-06T14:54:16Z,2021-08-26 14:54:16 UTC
532,39-134-7427,ready for adoption,2021-07-02T20:11:22Z,2021-09-03 20:11:22 UTC
533,60-848-5208,in quarantine,2022-02-19T17:35:18Z,2022-05-18 17:35:18 UTC
534,27-192-6409,adopted,2021-04-10T12:56:02Z,2021-06-01 12:56:02 UTC
535,09-143-7302,ready for adoption,2021-12-05T00:40:23Z,2022-01-13 00:40:23 UTC
536,59-586-9595,adopted,2021-12-06T03:42:00Z,2022-03-11 03:42:00 UTC
537,04-649-1647,ready for adoption,2021-11-29T23:16:58Z,2021-12-03 23:16:58 UTC
538,07-468-5622,in foster home,2022-02-18T09:03:57Z,2022-05-21 09:03:57 UTC
539,37-035-9430,adopted,2021-04-14T04:28:00Z,2021-04-23 04:28:00 UTC
540,28-715-7010,in quarantine,2021-03-20T13:00:00Z,2021-04-26 13:00:00 UTC
541,68-241-5658,ready for adoption,2021-11-07T12:01:14Z,2022-01-10 12:01:14 UTC
542,38-075-4480,in foster home,2021-07-03T12:28:15Z,2021-07-08 12:28:15 UTC
543,30-666-9338,ready for adoption,2021-01-12T19:41:27Z,2021-01-20 19:41:27 UTC
544,70-084-5437,adopted,2021-04-30T06:11:01Z,2021-05-18 06:11:01 UTC
545,33-036-3746,in foster home,2022-01-31T17:25:16Z,2022-04-27 17:25:16 UTC
546,27-903-5364,adopted,2021-06-30T10:26:14Z,2021-08-19 10:26:14 UTC
547,15-465-1315,in quarantine,2021-03-01T20:13:00Z,2021-04-27 20:13:00 UTC
548,08-964-5328,in foster home,2021-06-03T14:18:48Z,2021-09-08 14:18:48 UTC
549,59-257-5785,in foster home,2021-04-09T07:00:36Z,2021-07-09 07:00:36 UTC
550,58-372-3541,adopted,2021-07-16T13:33:20Z,2021-09-25 13:33:20 UTC
551,36-043-4046,adopted,2021-04-03T15:36:28Z,2021-04-29 15:36:28 UTC
552,02-591-1326,in quarantine,2022-02-05T01:01:41Z,2022-03-09 01:01:41 UTC
553,79-242-3449,in foster home,2021-10-07T00:34:08Z,2021-11-02 00:34:08 UTC
554,47-197-9802,adopted,2022-02-08T01:16:28Z,2022-04-07 01:16:28 UTC
555,10-998-3867,in foster home,2021-09-24T12:06:54Z,2021-11-14 12:06:54 UTC
556,95-271-1186,ready for adoption,2021-02-17T12:04:39Z,2021-03-24 12:04:39 UTC
557,91-245-4361,adopted,2021-11-29T06:02:53Z,2022-01-14 06:02:53 UTC
558,56-377-8629,in foster home,2021-09-08T01:45:47Z,2021-12-02 01:45:47 UTC
559,85-931-3276,ready for adoption,2021-08-08T16:24:34Z,2021-10-02 16:24:34 UTC
560,95-494-5224,in foster home,2021-08-15T21:10:29Z,2021-11-05 21:10:29 UTC
561,69-831-0280,in quarantine,2021-04-23T23:03:05Z,2021-05-30 23:03:05 UTC
562,67-745-1828,adopted,2021-12-30T10:23:18Z,2022-04-04 10:23:18 UTC
563,56-195-0742,in quarantine,2022-02-26T12:43:29Z,2022-05-08 12:43:29 UTC
564,37-414-3809,adopted,2021-08-10T22:07:30Z,2021-09-25 22:07:30 UTC
565,37-243-4049,in foster home,2021-04-18T12:43:22Z,2021-05-17 12:43:22 UTC
566,97-308-7853,in foster home,2022-01-19T04:43:32Z,2022-02-09 04:43:32 UTC
567,51-054-3809,in foster home,2021-09-22T19:33:43Z,2021-09-30 19:33:43 UTC
568,51-150-6502,adopted,2022-02-14T18:12:08Z,2022-04-14 18:12:08 UTC
569,01-053-8771,in foster home,2021-11-23T14:07:49Z,2022-01-20 14:07:49 UTC
570,23-871-9857,ready for adoption,2021-05-25T13:02:29Z,2021-05-26 13:02:29 UTC
571,44-023-8186,in foster home,2021-08-04T15:32:43Z,2021-11-04 15:32:43 UTC
572,54-660-2924,adopted,2021-10-29T12:58:29Z,2021-10-30 12:58:29 UTC
573,98-186-7583,ready for adoption,2021-09-02T06:03:40Z,2021-11-23 06:03:40 UTC
574,02-332-4449,in foster home,2021-07-29T06:01:11Z,2021-08-13 06:01:11 UTC
575,57-371-7989,in foster home,2021-08-09T23:39:10Z,2021-10-06 23:39:10 UTC
576,57-010-9952,in foster home,2021-01-18T08:55:51Z,2021-04-16 08:55:51 UTC
577,64-919-5680,adopted,2022-01-16T13:09:43Z,2022-03-12 13:09:43 UTC
578,28-240-3501,adopted,2021-07-31T10:58:40Z,2021-08-09 10:58:40 UTC
579,10-302-7026,ready for adoption,2021-09-09T16:32:45Z,2021-10-30 16:32:45 UTC
580,56-305-2158,in foster home,2021-09-29T10:20:58Z,2021-12-24 10:20:58 UTC
581,70-489-7276,adopted,2021-02-12T09:33:11Z,2021-02-23 09:33:11 UTC
582,50-319-2356,ready for adoption,2021-12-28T05:36:03Z,2022-04-01 05:36:03 UTC
583,42-145-4859,ready for adoption,2021-09-23T14:53:57Z,2021-10-22 14:53:57 UTC
584,67-127-6549,ready for adoption,2021-09-29T22:57:51Z,2021-10-07 22:57:51 UTC
585,32-442-7591,adopted,2021-09-22T10:46:32Z,2021-10-30 10:46:32 UTC
586,40-575-0154,ready for adoption,2021-03-16T01:56:50Z,2021-06-08 01:56:50 UTC
587,10-899-5467,ready for adoption,2021-08-31T15:51:39Z,2021-09-30 15:51:39 UTC
588,18-785-8121,adopted,2021-07-04T14:56:51Z,2021-09-09 14:56:51 UTC
589,08-285-9228,in foster home,2021-12-28T04:53:01Z,2022-02-25 04:53:01 UTC
590,33-301-9157,adopted,2022-01-28T16:41:43Z,2022-03-17 16:41:43 UTC
591,44-120-2456,ready for adoption,2021-08-27T12:24:22Z,2021-11-11 12:24:22 UTC
592,05-242-0478,in foster home,2021-09-20T05:56:27Z,2021-12-04 05:56:27 UTC
593,98-343-4964,ready for adoption,2021-03-22T22:44:09Z,2021-05-01 22:44:09 UTC
594,79-285-2543,in foster home,2021-05-17T01:18:03Z,2021-06-29 01:18:03 UTC
595,59-526-7936,ready for adoption,2021-02-12T22:35:40Z,2021-04-01 22:35:40 UTC
596,97-403-2671,adopted,2022-01-07T13:41:52Z,2022-01-27 13:41:52 UTC
597,10-396-0355,in foster home,2021-09-11T11:03:18Z,2021-12-16 11:03:18 UTC
598,49-420-8205,adopted,2021-10-28T01:59:50Z,2022-01-06 01:59:50 UTC
599,23-489-2143,ready for adoption,2021-05-14T07:57:02Z,2021-06-22 07:57:02 UTC
600,50-733-0906,ready for adoption,2021-06-01T02:15:23Z,2021-08-21 02:15:23 UTC
601,14-123-3313,adopted,2021-04-09T22:40:39Z,2021-06-07 22:40:39 UTC
