pk,purchase_fk,item_fk,quantity
1498,8548,15,9
1499,25666,644,10
1500,26573,378,11
1501,22456,109,14
1502,1139,56,8
1503,15013,80,13
1504,12768,708,15
1505,20218,841,2
1506,11616,12,17
1507,26543,259,4
1508,7305,421,12
1509,8160,987,15
1510,20542,71,4
1511,18753,266,14
1512,18208,972,3
1513,7107,158,13
1514,2481,969,1
1515,22104,234,6
1516,11883,358,10
1517,3624,213,4
1518,6910,684,1
1519,13526,23,10
1520,15417,64,4
1521,1779,165,9
1522,22574,284,4
1523,21202,911,2
1524,3001,60,2
1525,4244,368,2
1526,19205,720,17
1527,16886,189,14
1528,11693,11,12
1529,14439,832,16
1530,19069,225,1
1531,12511,473,16
1532,16776,905,8
1533,18299,659,5
1534,7369,866,14
1535,15602,755,3
1536,24582,496,5
1537,4394,236,3
1538,15891,478,16
1539,7133,76,8
1540,1883,220,5
1541,25829,630,3
1542,3246,403,14
1543,23344,256,6
1544,25703,461,13
1545,3647,834,15
1546,17668,22,9
1547,8539,402,12
1548,19888,1018,14
1549,12080,174,9
1550,22385,584,10
1551,8573,338,10
1552,641,836,8
1553,4320,975,7
1554,19847,730,15
1555,14421,167,14
1556,15276,838,6
1557,14575,85,2
1558,8239,830,4
1559,25091,40,5
1560,27631,216,11
1561,1247,910,8
1562,20149,406,1
1563,7964,829,3
1564,5773,991,13
1565,27419,686,9
1566,28177,833,11
1567,26052,518,3
1568,3892,741,4
1569,6827,841,15
1570,2418,386,4
1571,19601,943,17
1572,26066,731,16
1573,10731,192,16
1574,18745,62,9
1575,27742,488,9
1576,2414,124,13
1577,11307,975,3
1578,26460,817,13
1579,15200,388,8
1580,9930,593,15
1581,12730,605,14
1582,10488,254,13
1583,22352,590,10
1584,20638,769,7
1585,24757,639,2
1586,25854,459,7
1587,6579,366,10
1588,15923,807,3
1589,9521,819,5
1590,9286,280,7
1591,14035,286,1
1592,21799,637,2
1593,7600,33,7
1594,23836,560,1
1595,25976,884,11
1596,16926,949,9
1597,20845,26,10
1598,27718,811,1
1599,9876,323,16
1600,1612,498,15
1601,12947,260,2
1602,25347,432,13
1603,27276,168,1
1604,9983,834,17
1605,7024,983,7
1606,24700,287,2
1607,27070,989,14
1608,3385,705,3
1609,14999,332,9
1610,21584,129,14
1611,19373,99,15
1612,8147,157,8
1613,22329,883,8
1614,11818,387,6
1615,11730,993,7
1616,10323,390,10
1617,27122,103,7
1618,15128,566,14
1619,9333,777,8
1620,4700,1,13
1621,11310,698,11
1622,16540,265,7
1623,17922,940,1
1624,13567,212,9
1625,10,685,5
1626,3156,775,14
1627,13040,294,12
1628,1650,904,10
1629,19577,781,4
1630,19845,380,16
1631,17593,767,17
1632,10910,837,8
1633,7308,217,8
1634,15251,434,6
1635,26079,405,8
1636,4468,559,7
1637,5558,441,9
1638,15421,880,13
1639,25538,276,1
1640,1479,413,16
1641,20685,301,3
1642,15752,826,11
1643,1282,91,11
1644,11677,527,14
1645,22777,14,15
1646,23598,329,15
1647,7938,597,15
1648,17136,649,16
1649,24003,330,14
1650,12107,408,10
1651,3906,854,1
1652,24980,35,10
1653,6730,222,10
1654,22619,909,13
1655,15092,303,9
1656,18246,229,2
1657,7615,849,7
1658,4403,317,15
1659,5133,199,8
1660,3709,112,5
1661,23725,662,16
1662,6160,504,3
1663,10297,292,6
1664,8218,447,10
1665,26330,905,10
1666,13313,686,6
1667,24816,318,14
1668,18374,974,16
1669,6844,1023,8
1670,5443,761,15
1671,14749,288,16
1672,21504,620,8
1673,24084,358,17
1674,10884,783,10
1675,3616,416,14
1676,21193,98,14
1677,10751,740,11
1678,28160,268,8
1679,375,742,17
1680,1474,1007,1
1681,15198,503,3
1682,4698,745,5
1683,21478,791,10
1684,24123,189,5
1685,26398,507,8
1686,14992,313,16
1687,2521,87,11
1688,8280,266,2
1689,9011,467,12
1690,9185,461,13
1691,2283,398,4
1692,27261,166,9
1693,10433,805,13
1694,27903,356,15
1695,10496,379,11
1696,1917,433,13
1697,1862,95,6
1698,15659,957,17
1699,25264,218,7
1700,13792,793,17
1701,11524,321,6
1702,27063,997,6
1703,19220,906,4
1704,4909,491,3
1705,1286,414,2
1706,16982,1006,1
1707,3392,451,10
1708,17099,859,15
1709,6011,987,1
1710,28009,403,16
1711,24398,487,14
1712,2807,50,17
1713,6161,912,15
1714,26479,711,13
1715,24759,145,10
1716,3874,568,2
1717,27331,814,3
1718,6212,384,14
1719,24966,714,6
1720,724,721,4
1721,7931,889,7
1722,22066,404,9
1723,13078,513,16
1724,17395,269,13
1725,12082,293,2
1726,12131,357,7
1727,26002,28,5
1728,10022,739,17
1729,21650,428,11
1730,26083,163,16
1731,6403,338,9
1732,662,264,9
1733,14567,657,5
1734,5395,798,11
1735,26285,499,6
1736,22819,562,6
1737,14200,468,8
1738,22212,245,8
1739,10133,964,13
1740,16588,765,8
1741,17806,520,9
1742,16271,437,11
1743,12726,530,14
1744,6023,340,11
1745,10418,415,15
1746,20540,941,12
1747,10680,669,8
1748,24576,418,12
1749,6980,191,3
1750,6322,990,2
1751,2114,80,15
1752,1999,139,17
1753,5017,252,12
1754,27222,230,13
1755,7845,541,1
1756,28018,482,3
1757,18979,41,3
1758,15197,926,11
1759,7040,45,8
1760,15406,378,17
1761,28069,43,9
1762,24516,900,11
1763,1337,652,12
1764,22351,409,9
1765,15715,10,14
1766,1858,449,17
1767,19,148,10
1768,12250,585,5
1769,1214,755,5
1770,26917,594,1
1771,7834,650,15
1772,23486,216,5
1773,9242,430,10
1774,8591,550,1
1775,25453,1017,3
1776,10079,984,13
1777,9013,622,14
1778,18529,466,17
1779,3573,178,15
1780,26402,549,5
1781,28171,888,11
1782,27861,106,14
1783,20787,308,4
1784,6751,878,9
1785,8469,860,9
1786,1372,115,6
1787,17015,748,15
1788,16028,666,12
1789,15723,587,8
1790,26028,994,16
1791,12994,63,6
1792,8314,582,8
1793,3177,13,13
1794,27691,204,9
1795,12167,370,12
1796,27212,719,2
1797,14145,427,4
1798,5174,186,17
1799,5747,654,1
1800,19394,512,4
1801,19572,34,14
1802,24430,123,7
1803,16377,117,3
1804,19667,66,16
1805,6511,842,14
1806,27128,629,8
1807,26246,489,13
1808,7835,424,7
1809,18385,354,3
1810,15848,394,6
1811,15347,921,11
1812,379,89,13
1813,15025,136,1
1814,20820,903,3
1815,13680,125,17
1816,7916,695,14
1817,17617,185,16
1818,2441,170,3
1819,3050,70,5
1820,5129,885,11
1821,18862,122,1
1822,11734,839,7
1823,21664,421,12
1824,20908,82,14
1825,14956,596,6
1826,20824,236,1
1827,19451,263,15
1828,9204,934,15
1829,1052,325,11
1830,25144,96,11
1831,27294,684,8
1832,25273,508,15
1833,17711,794,4
1834,7621,718,7
1835,25419,448,5
1836,15210,752,3
1837,19481,306,8
1838,26277,668,13
1839,17284,981,5
1840,19317,827,12
1841,28083,383,4
1842,9900,180,10
1843,12412,1011,6
1844,8018,653,3
1845,12681,135,5
1846,2660,872,8
1847,8929,259,6
1848,19404,322,3
1849,7044,11,16
1850,1336,483,10
1851,9862,463,4
1852,12388,693,15
1853,11355,457,1
1854,25956,583,15
1855,3891,689,10
1856,3902,578,8
1857,19895,674,15
1858,2234,94,2
1859,3038,300,11
1860,20520,730,9
1861,25349,958,13
1862,24213,25,1
1863,2048,754,3
1864,7942,90,2
1865,8489,828,6
1866,23878,207,15
1867,5662,152,16
1868,4365,174,4
1869,4011,410,12
1870,1767,346,9
1871,6317,393,9
1872,3979,75,3
1873,19362,865,6
1874,26948,471,3
1875,17505,23,1
1876,27704,350,6
1877,25184,659,4
1878,20320,234,1
1879,19638,176,4
1880,19040,198,4
1881,23140,557,11
1882,8339,235,14
1883,23935,365,16
1884,26644,373,4
1885,20880,206,2
1886,1921,100,10
1887,27314,232,13
1888,10929,519,14
1889,17023,150,9
1890,8089,901,16
1891,27295,971,11
1892,3005,205,11
1893,9981,820,10
1894,3070,671,8
1895,11203,183,9
1896,2459,871,5
1897,13883,862,4
1898,7388,132,6
1899,24217,786,13
1900,5944,396,13
1901,26680,68,10
1902,26019,724,13
1903,3453,588,9
1904,22283,272,3
1905,27923,979,6
1906,23483,830,6
1907,6869,623,11
1908,16733,532,13
1909,10932,570,11
1910,26954,337,2
1911,13215,816,1
1912,2032,104,15
1913,4059,642,3
1914,25676,209,16
1915,6663,480,3
1916,15592,758,10
1917,3066,661,4
1918,14937,465,12
1919,5456,490,6
1920,4259,328,17
1921,14493,641,5
1922,19959,665,10
1923,7271,1022,9
1924,28082,237,13
1925,12125,955,15
1926,20566,797,9
1927,16334,282,9
1928,15473,54,9
1929,2243,606,8
1930,6303,422,13
1931,23164,382,7
1932,583,577,2
1933,21779,27,6
1934,2756,228,8
1935,4465,1014,13
1936,14099,780,13
1937,2151,39,8
1938,4545,107,2
1939,9421,86,11
1940,12867,707,12
1941,23965,73,2
1942,2719,833,9
1943,25483,57,6
1944,5610,343,5
1945,9449,778,1
1946,26648,703,6
1947,1959,531,4
1948,10023,53,12
1949,10906,97,9
1950,16490,72,13
1951,8186,613,11
1952,27006,619,2
1953,14465,825,12
1954,7143,1010,15
1955,27414,911,15
1956,5428,632,9
1957,18613,360,3
1958,84,813,17
1959,18283,679,3
1960,4798,119,1
1961,7537,146,7
1962,13384,313,13
1963,7187,735,4
1964,1899,469,8
1965,16166,363,9
1966,5616,897,4
1967,13685,619,13
1968,3835,746,12
1969,13843,1020,2
1970,18577,806,14
1971,20459,976,5
1972,14093,936,8
1973,26990,590,4
1974,18104,395,8
1975,27763,536,3
1976,18873,993,7
1977,10270,657,6
1978,26904,801,10
1979,6820,911,10
1980,16326,933,10
1981,14728,181,15
1982,2747,553,16
1983,9911,1009,10
1984,7176,116,16
1985,27795,491,11
1986,14974,866,1
1987,26310,387,2
1988,6470,462,8
1989,10741,674,2
1990,18589,55,14
1991,6001,680,13
1992,5322,205,5
1993,18962,114,5
1994,10809,133,14
1995,2457,750,6
1996,1627,602,1
1997,13302,231,11
1998,2808,185,16
1999,14858,422,8
2000,26018,944,3
2001,23580,542,5
2002,8008,3,3
2003,14079,707,2
2004,15858,480,9
2005,13985,229,13
2006,27676,650,2
2007,19430,720,1
2008,11883,803,14
2009,21140,699,10
2010,25171,982,8
2011,7383,99,8
2012,17838,356,14
2013,15717,332,6
2014,19846,247,7
2015,16168,101,5
2016,15269,740,15
2017,14538,540,8
2018,21945,324,2
2019,21169,56,16
2020,3092,641,10
2021,22268,681,8
2022,14379,501,9
2023,5022,567,14
2024,2703,125,7
2025,17457,393,3
2026,2994,334,7
2027,25544,108,3
2028,20001,53,11
2029,4949,456,13
2030,19428,734,5
2031,19263,764,12
2032,22881,497,13
2033,7662,975,7
2034,16507,341,6
2035,24888,237,5
2036,10478,1007,5
2037,17885,939,3
2038,6769,242,2
2039,9839,1021,17
2040,16790,415,7
2041,18894,925,3
2042,17269,1008,2
2043,19042,463,12
2044,8293,623,4
2045,26782,731,6
2046,22949,6,17
2047,8136,896,13
2048,22685,585,10
2049,16250,351,11
2050,20363,534,8
2051,9079,159,10
2052,11155,718,15
2053,10004,43,10
2054,24820,917,5
2055,10333,477,9
2056,17485,503,2
2057,11230,648,4
2058,22643,846,5
2059,15439,357,12
2060,1653,51,15
2061,15107,412,7
2062,1324,901,11
2063,10914,552,12
2064,7008,823,6
2065,7884,997,6
2066,20960,673,16
2067,20335,601,9
2068,14247,706,10
2069,228,694,11
2070,24693,538,11
2071,9304,318,11
2072,2442,804,8
2073,10761,815,17
2074,1854,113,12
2075,981,558,2
2076,2871,599,16
2077,13566,616,7
2078,14312,537,2
2079,9861,381,3
2080,10167,522,10
2081,2188,293,16
2082,14764,516,17
2083,4315,402,3
2084,11385,606,6
2085,20687,926,2
2086,12275,593,12
2087,8065,704,15
2088,5794,949,14
2089,15864,777,2
2090,19290,340,16
2091,15750,647,4
2092,21454,556,1
2093,27990,227,6
2094,7637,506,4
2095,13476,186,17
2096,23278,889,9
2097,8030,200,15
2098,17727,690,6
2099,24824,1016,6
2100,1242,754,2
2101,7792,483,9
2102,26601,72,8
2103,15252,411,14
2104,558,338,6
2105,3990,28,8
2106,18747,695,15
2107,13381,994,17
2108,4007,719,11
2109,25314,745,3
2110,9112,257,10
2111,10758,518,6
2112,21791,136,14
2113,1416,774,7
2114,1731,475,17
2115,23563,624,13
2116,27131,986,5
2117,22699,34,7
2118,24393,154,15
2119,14931,530,9
2120,1399,571,17
2121,15755,226,11
2122,21226,1003,16
2123,16826,8,11
2124,27615,254,10
2125,3553,161,1
2126,2834,179,3
2127,22173,49,6
2128,26999,864,8
2129,18034,878,1
2130,15957,305,6
2131,8536,418,13
2132,18226,224,12
2133,7447,649,5
2134,23927,714,6
2135,13939,919,7
2136,16980,797,16
2137,14694,967,2
2138,17651,459,1
2139,20120,476,14
2140,24148,37,13
2141,12937,193,10
2142,14172,842,9
2143,19629,876,11
2144,63,35,16
2145,985,93,2
2146,11043,987,15
2147,7241,722,1
2148,2315,671,17
2149,23329,651,3
2150,24654,485,14
2151,26332,862,2
2152,10379,184,5
2153,27422,828,7
2154,4533,610,2
2155,3865,827,13
2156,20885,435,6
2157,19496,86,7
2158,25392,597,7
2159,13341,276,5
2160,2281,860,5
2161,827,937,7
2162,14241,225,10
2163,25113,258,5
2164,18156,783,9
2165,11319,905,6
2166,3544,25,11
2167,3567,107,5
2168,10501,77,8
2169,13534,354,4
2170,1741,781,4
2171,20131,130,6
2172,13264,687,16
2173,11351,26,8
2174,5928,398,17
2175,9298,813,11
2176,18173,201,10
2177,24495,985,1
2178,22093,368,14
2179,14291,29,5
2180,11220,50,10
2181,10646,74,13
2182,16181,82,2
2183,14550,766,13
2184,13938,365,1
2185,7122,323,3
2186,11788,219,10
2187,26736,1002,8
2188,7262,123,7
2189,11189,222,11
2190,4796,454,11
2191,13664,317,14
2192,10234,692,2
2193,13988,635,1
2194,20602,65,12
2195,3535,760,13
2196,24799,470,11
2197,3012,634,14
2198,24560,208,17
2199,15128,895,8
2200,26628,791,2
2201,27937,672,8
2202,9518,188,10
2203,21638,279,10
2204,20693,762,11
2205,21536,531,7
2206,15081,700,17
2207,15922,1013,17
2208,17809,665,14
2209,1844,407,17
2210,3760,941,3
2211,4642,596,13
2212,24948,52,11
2213,20975,821,5
2214,3261,90,2
2215,27242,452,16
2216,15590,820,15
2217,25621,106,8
2218,11821,362,8
2219,5348,396,15
2220,3786,543,16
2221,1925,428,8
2222,24929,96,14
2223,10908,565,15
2224,6821,112,11
2225,18497,457,16
2226,19901,453,11
2227,10918,646,12
2228,18421,36,10
2229,10253,197,7
2230,9206,759,8
2231,22654,817,4
2232,20111,961,15
2233,13346,465,11
2234,8239,14,13
2235,7314,1014,3
2236,15708,358,7
2237,24893,900,2
2238,10732,661,6
2239,25966,615,16
2240,836,236,17
2241,22057,361,6
2242,5440,955,6
2243,13189,325,11
2244,27929,273,3
2245,15736,441,5
2246,4661,54,10
2247,18104,253,8
2248,1119,240,7
2249,14711,992,6
2250,5095,683,16
2251,858,906,5
2252,1192,1018,4
2253,12892,572,4
2254,21258,364,2
2255,5224,15,11
2256,10762,839,12
2257,16679,607,9
2258,8832,988,5
2259,11472,238,3
2260,25863,5,17
2261,17010,980,6
2262,22310,79,4
2263,2634,678,6
2264,22803,793,2
2265,417,20,8
2266,1280,401,13
2267,18980,121,8
2268,17004,132,8
2269,11350,180,13
2270,26445,930,1
2271,3447,264,17
2272,25490,31,12
2273,18341,380,5
2274,11437,875,2
2275,15584,343,7
2276,18232,321,2
2277,5252,633,2
2278,18247,70,3
2279,8472,244,8
2280,19304,479,16
2281,16417,557,9
2282,4687,947,16
2283,8104,397,4
2284,21964,871,16
2285,16315,822,12
2286,26678,163,11
2287,15728,644,3
2288,24249,858,11
2289,10835,489,4
2290,11207,932,17
2291,1157,38,8
2292,17835,924,3
2293,27343,894,13
2294,20921,514,3
2295,24745,67,7
2296,26951,705,11
2297,3582,981,7
2298,1786,148,7
2299,28051,165,11
2300,7670,799,5
2301,1570,342,3
2302,21465,877,9
2303,5101,458,16
2304,8777,520,14
2305,16551,581,14
2306,7389,515,6
2307,19882,970,16
2308,13949,44,4
2309,25097,173,4
2310,8913,109,13
2311,25849,758,2
2312,22712,899,1
2313,25637,969,13
2314,12995,10,9
2315,11456,110,1
2316,22720,589,7
2317,26070,444,15
2318,22359,62,7
2319,25992,438,9
2320,25840,958,17
2321,3309,999,3
2322,7628,563,4
2323,22537,998,6
2324,27207,493,11
2325,18242,697,12
2326,519,669,6
2327,23287,960,4
2328,20467,241,2
2329,19206,4,6
2330,25202,737,10
2331,13766,555,3
2332,2199,78,1
2333,130,474,6
2334,11003,708,11
2335,24738,771,9
2336,9218,204,2
2337,16035,627,12
2338,22311,168,8
2339,5150,11,10
2340,1424,701,11
2341,3597,582,10
2342,24086,689,2
2343,3353,780,4
2344,15967,278,15
2345,7379,211,17
2346,14816,772,1
2347,25288,416,3
2348,21899,230,15
2349,19028,355,12
2350,18693,162,13
2351,14048,831,14
2352,1247,640,3
2353,9485,448,1
2354,6423,608,15
2355,15088,1026,5
2356,6620,233,17
2357,14574,752,16
2358,22114,196,11
2359,1353,885,9
2360,8690,507,7
2361,8259,118,1
2362,22910,922,4
2363,23658,818,7
2364,15136,1001,15
2365,1225,467,10
2366,7627,375,10
2367,12139,699,13
2368,9236,194,9
2369,27388,965,12
2370,8537,887,9
2371,20597,83,10
2372,3312,1010,14
2373,263,436,9
2374,20838,114,6
2375,27026,371,4
2376,6698,598,1
2377,1674,339,10
2378,5829,635,6
2379,11123,836,4
2380,13115,949,16
2381,18236,594,16
2382,11955,758,8
2383,24614,362,15
2384,3663,429,16
2385,13894,1016,10
2386,10836,353,15
2387,25106,630,9
2388,2803,814,4
2389,16743,615,4
2390,23394,490,15
2391,13727,693,17
2392,21254,292,2
2393,17386,678,4
2394,11887,35,17
2395,24291,676,5
2396,17115,811,1
2397,5621,539,7
2398,22705,628,7
2399,24512,785,12
2400,22416,240,9
2401,9805,874,11
2402,4921,145,14
2403,16046,774,7
2404,4781,280,11
2405,10718,315,8
2406,6534,20,2
2407,24760,406,5
2408,22790,572,2
2409,2066,922,10
2410,4152,1004,3
2411,26844,322,9
2412,15076,749,9
2413,13742,509,8
2414,22971,497,2
2415,2648,350,17
2416,14367,450,3
2417,4279,166,7
2418,3259,912,4
2419,5146,146,15
2420,2025,380,9
2421,5021,959,15
2422,23109,954,5
2423,766,256,11
2424,17755,981,8
2425,27804,994,17
2426,25587,933,11
2427,3376,111,17
2428,6885,33,17
2429,14042,816,14
2430,11020,578,6
2431,10433,556,6
2432,28203,220,9
2433,19707,316,9
2434,24380,1005,13
2435,23692,493,14
2436,21087,355,7
2437,20819,63,4
2438,6486,138,4
2439,22009,337,2
2440,3693,868,10
2441,20023,318,1
2442,6673,923,9
2443,18657,634,6
2444,23152,460,10
2445,18593,978,16
2446,15091,85,14
2447,13595,480,11
2448,10387,914,3
2449,28186,399,15
2450,3367,417,4
2451,10566,997,13
2452,10261,51,11
2453,3954,754,3
2454,19740,1019,9
2455,20230,321,10
2456,27366,567,8
2457,27493,359,9
2458,16233,186,10
2459,27883,301,17
2460,25700,502,4
2461,7631,817,10
2462,16254,946,15
2463,16279,587,10
2464,4132,691,7
2465,21139,752,2
2466,4437,109,7
2467,6714,821,4
2468,15152,958,5
2469,24234,925,7
2470,4855,841,7
2471,10878,431,9
2472,15802,334,16
2473,10231,789,10
2474,6467,528,14
2475,11178,559,9
2476,20478,255,16
2477,2624,463,8
2478,13972,777,9
2479,25038,491,16
2480,12546,688,4
2481,8223,332,4
2482,20973,99,12
2483,15164,68,9
2484,22606,520,15
2485,19201,590,8
2486,19655,61,10
2487,27279,808,4
2488,24538,588,17
2489,3681,242,6
2490,19739,349,11
2491,15271,652,14
2492,2841,515,6
2493,4916,398,17
2494,11982,277,5
2495,19512,918,1
2496,11162,710,3
2497,9779,553,6
2498,23928,941,17
2499,5663,127,15
2500,20752,617,7
2501,9552,74,7
2502,26409,523,6
2503,21775,751,4
2504,24214,454,17
2505,8429,741,1
2506,23635,389,11
2507,18444,583,2
2508,23637,94,12
2509,5945,306,5
2510,13315,849,12
2511,11832,47,13
2512,6699,620,6
2513,24007,533,5
2514,5422,100,11
2515,5426,422,12
2516,27682,336,2
2517,4827,596,14
2518,13975,466,14
2519,3380,340,5
2520,18567,413,3
2521,7095,580,17
2522,17283,505,16
2523,18962,412,17
2524,26533,189,6
2525,8403,176,7
2526,11569,895,15
2527,610,49,9
2528,23426,28,5
2529,19224,942,3
2530,23887,771,10
2531,19741,744,14
2532,14381,86,4
2533,12727,17,1
2534,15795,177,1
2535,1755,731,3
2536,6803,714,2
2537,25478,1026,15
2538,11773,374,7
2539,19539,972,11
2540,13647,478,15
2541,27,368,6
2542,27340,801,4
2543,26694,244,16
2544,6751,648,15
2545,18405,985,3
2546,5874,924,16
2547,19543,62,8
2548,14451,357,13
2549,5476,683,15
2550,14270,416,6
2551,11255,730,2
2552,18408,654,10
2553,19101,952,15
2554,24586,67,16
2555,11749,532,5
2556,20309,180,8
2557,2178,495,7
2558,19921,387,11
2559,24598,968,12
2560,26143,59,12
2561,1037,475,15
2562,25068,7,2
2563,19083,970,9
2564,2191,175,8
2565,21965,188,14
2566,21205,649,2
2567,27378,381,2
2568,20610,258,1
2569,12732,154,8
2570,16665,124,1
2571,4523,360,12
2572,24170,680,8
2573,13430,232,13
2574,27819,219,15
2575,26604,852,4
2576,19163,352,4
2577,11094,773,11
2578,12635,195,1
2579,21892,831,5
2580,5073,304,13
2581,531,131,8
2582,4789,291,16
2583,8742,107,14
2584,26863,775,5
2585,22666,639,5
2586,21020,104,11
2587,8641,433,1
2588,22426,712,9
2589,1977,102,4
2590,22136,1013,1
2591,1743,156,15
2592,2405,372,11
2593,11486,23,12
2594,19823,824,4
2595,14530,137,4
2596,244,867,7
2597,13551,854,2
2598,17238,625,5
2599,21788,155,1
2600,23238,629,8
2601,15978,555,1
2602,829,898,13
2603,14474,577,3
2604,4308,250,3
2605,26655,257,2
2606,5278,205,7
2607,5199,536,5
2608,1138,689,12
2609,1128,341,13
2610,19781,743,5
2611,6621,276,10
2612,21391,162,8
2613,13649,8,14
2614,2916,540,6
2615,27274,696,4
2616,3919,16,13
2617,6101,950,3
2618,23725,782,15
2619,4293,159,17
2620,13810,1014,4
2621,6804,400,13
2622,25505,487,7
2623,15297,787,2
2624,22632,470,12
2625,14102,79,5
2626,25174,365,16
2627,23969,917,5
2628,24445,969,2
2629,17554,642,2
2630,4656,13,16
2631,22993,193,3
2632,22198,313,3
2633,8725,11,11
2634,19429,231,4
2635,18857,645,12
2636,9620,756,16
2637,6064,945,14
2638,17715,128,11
2639,13883,150,13
2640,3799,762,17
2641,10525,930,16
2642,27284,468,5
2643,2994,164,12
2644,5413,202,12
2645,8858,889,9
2646,12081,266,7
2647,26946,943,1
2648,11184,1023,17
2649,4555,183,10
2650,7457,223,10
2651,17022,992,7
2652,4020,70,11
2653,24886,253,8
2654,14060,698,1
2655,4479,893,7
2656,19937,679,17
2657,5988,795,11
2658,25363,661,1
2659,22514,367,4
2660,6422,1017,4
2661,14004,858,9
2662,8768,905,4
2663,10832,847,10
2664,6019,632,16
2665,25348,488,1
2666,13296,1015,16
2667,21815,333,1
2668,10293,126,8
2669,16303,709,11
2670,656,444,12
2671,6124,987,14
2672,16227,295,6
2673,9567,855,1
2674,10237,112,12
2675,17270,903,6
2676,3213,58,1
2677,15425,296,12
2678,11889,517,4
2679,23676,279,14
2680,5043,835,11
2681,19661,453,10
2682,20295,666,17
2683,27897,792,1
2684,26349,864,5
2685,10695,275,16
2686,26340,218,5
2687,7450,788,3
2688,16061,790,15
2689,24154,19,13
2690,22633,779,12
2691,23474,940,5
2692,27203,310,1
2693,22227,713,17
2694,4937,421,14
2695,23867,890,14
2696,8724,829,15
2697,8569,92,2
2698,25426,510,8
2699,2910,167,11
2700,20428,134,13
2701,4018,117,16
2702,12077,308,2
2703,18157,358,17
2704,25077,506,14
2705,15488,172,11
2706,15920,638,13
2707,14167,882,8
2708,20968,767,14
2709,11388,312,5
2710,23678,991,11
2711,7226,983,3
2712,20484,259,13
2713,27578,105,2
2714,15485,52,3
